"module name","licenses","repository","licenseUrl","parents"
"find-up@1.1.2","MIT","https://github.com/sindresorhus/find-up","https://github.com/sindresorhus/find-up/raw/master/license","backend"
"find-up@2.1.0","MIT","https://github.com/sindresorhus/find-up","https://github.com/sindresorhus/find-up/raw/master/license","npm:backend"
"find-up@3.0.0","MIT","https://github.com/sindresorhus/find-up","https://github.com/sindresorhus/find-up/raw/master/license","concurrently:backend"
"flat-cache@2.0.1","MIT","https://github.com/royriojas/flat-cache","https://github.com/royriojas/flat-cache/raw/master/LICENSE","backend"
"flatted@2.0.0","ISC","https://github.com/WebReflection/flatted","https://github.com/WebReflection/flatted/raw/master/LICENSE","backend"
"flatten@1.0.2","MIT","https://github.com/jesusabdullah/node-flatten","https://github.com/jesusabdullah/node-flatten/raw/master/LICENSE","app"
"flush-write-stream@1.0.3","MIT","https://github.com/mafintosh/flush-write-stream","https://github.com/mafintosh/flush-write-stream/raw/master/LICENSE","npm:backend"
"flush-write-stream@1.1.1","MIT","https://github.com/mafintosh/flush-write-stream","https://github.com/mafintosh/flush-write-stream/raw/master/LICENSE","app"
"follow-redirects@1.7.0","MIT","https://github.com/follow-redirects/follow-redirects","https://github.com/follow-redirects/follow-redirects/raw/master/LICENSE","app"
"for-in@0.1.8","MIT","https://github.com/jonschlinkert/for-in","https://github.com/jonschlinkert/for-in/raw/master/LICENSE","mixin-object:app"
"for-in@1.0.2","MIT","https://github.com/jonschlinkert/for-in","https://github.com/jonschlinkert/for-in/raw/master/LICENSE","backend"
"for-own@0.1.5","MIT","https://github.com/jonschlinkert/for-own","https://github.com/jonschlinkert/for-own/raw/master/LICENSE","app"
"for-own@1.0.0","MIT","https://github.com/jonschlinkert/for-own","https://github.com/jonschlinkert/for-own/raw/master/LICENSE","sass-loader:app"
"forever-agent@0.6.1","Apache-2.0","https://github.com/mikeal/forever-agent","https://github.com/mikeal/forever-agent/raw/master/LICENSE","backend"
"fork-ts-checker-webpack-plugin@1.1.1","MIT","https://github.com/Realytics/fork-ts-checker-webpack-plugin","https://github.com/Realytics/fork-ts-checker-webpack-plugin/raw/master/LICENSE","app"
"form-data@2.3.2","MIT","https://github.com/form-data/form-data","https://github.com/form-data/form-data/raw/master/License","npm:backend"
"form-data@2.3.3","MIT","https://github.com/form-data/form-data","https://github.com/form-data/form-data/raw/master/License","backend"
"forwarded@0.1.2","MIT","https://github.com/jshttp/forwarded","https://github.com/jshttp/forwarded/raw/master/LICENSE","backend"
"fragment-cache@0.2.1","MIT","https://github.com/jonschlinkert/fragment-cache","https://github.com/jonschlinkert/fragment-cache/raw/master/LICENSE","backend"
"fresh@0.5.2","MIT","https://github.com/jshttp/fresh","https://github.com/jshttp/fresh/raw/master/LICENSE","backend"
"from2@1.3.0","MIT","https://github.com/hughsk/from2","https://github.com/hughsk/from2/raw/master/LICENSE.md","sorted-union-stream:npm:backend"
"from2@2.3.0","MIT","https://github.com/hughsk/from2","https://github.com/hughsk/from2/raw/master/LICENSE.md","npm:backend"
"fs-extra@4.0.3","MIT","https://github.com/jprichardson/node-fs-extra","https://github.com/jprichardson/node-fs-extra/raw/master/LICENSE","workbox-build:app"
"fs-extra@7.0.1","MIT","https://github.com/jprichardson/node-fs-extra","https://github.com/jprichardson/node-fs-extra/raw/master/LICENSE","app"
"fs-minipass@1.2.5","ISC","https://github.com/npm/fs-minipass","https://github.com/npm/fs-minipass/raw/master/LICENSE","npm:backend"
"fs-minipass@1.2.6","ISC","https://github.com/npm/fs-minipass","https://github.com/npm/fs-minipass/raw/master/LICENSE","backend"
"fs-vacuum@1.2.10","ISC","https://github.com/npm/fs-vacuum","https://github.com/npm/fs-vacuum/raw/master/LICENSE","npm:backend"
"fs-write-stream-atomic@1.0.10","ISC","https://github.com/npm/fs-write-stream-atomic","https://github.com/npm/fs-write-stream-atomic/raw/master/LICENSE","npm:backend"
"fs.realpath@1.0.0","ISC","https://github.com/isaacs/fs.realpath","https://github.com/isaacs/fs.realpath/raw/master/LICENSE","backend"
"fsevents@1.2.9","MIT","https://github.com/strongloop/fsevents","https://github.com/strongloop/fsevents/raw/master/LICENSE","backend"
"fsevents@2.0.6","MIT","https://github.com/fsevents/fsevents","https://github.com/fsevents/fsevents/raw/master/LICENSE","app"
"fstream@1.0.11","ISC","https://github.com/npm/fstream","https://github.com/npm/fstream/raw/master/LICENSE","npm:backend"
"fstream@1.0.12","ISC","https://github.com/npm/fstream","https://github.com/npm/fstream/raw/master/LICENSE","backend"
"function-bind@1.1.1","MIT","https://github.com/Raynos/function-bind","https://github.com/Raynos/function-bind/raw/master/LICENSE","app"
"functional-red-black-tree@1.0.1","MIT","https://github.com/mikolalysenko/functional-red-black-tree","https://github.com/mikolalysenko/functional-red-black-tree/raw/master/LICENSE","backend"
"gauge@2.7.4","ISC","https://github.com/iarna/gauge","https://github.com/iarna/gauge/raw/master/LICENSE","backend"
"gaze@1.1.3","MIT","https://github.com/shama/gaze","https://github.com/shama/gaze/raw/master/LICENSE-MIT","backend"
"genfun@5.0.0","MIT","https://github.com/zkat/genfun","https://github.com/zkat/genfun/raw/master/LICENSE","npm:backend"
"gentle-fs@2.0.1","Artistic-2.0","https://github.com/npm/gentle-fs","https://github.com/npm/gentle-fs/raw/master/LICENSE","npm:backend"
"get-caller-file@1.0.2","ISC","https://github.com/stefanpenner/get-caller-file","https://github.com/stefanpenner/get-caller-file","npm:backend"
"get-caller-file@1.0.3","ISC","https://github.com/stefanpenner/get-caller-file","https://github.com/stefanpenner/get-caller-file/raw/master/LICENSE.md","backend"
"get-own-enumerable-property-symbols@3.0.0","ISC","https://github.com/mightyiam/get-own-enumerable-property-symbols","https://github.com/mightyiam/get-own-enumerable-property-symbols","app"
"get-stdin@4.0.1","MIT","https://github.com/sindresorhus/get-stdin","https://github.com/sindresorhus/get-stdin","backend"
"get-stream@3.0.0","MIT","https://github.com/sindresorhus/get-stream","https://github.com/sindresorhus/get-stream/raw/master/license","backend"
"get-stream@4.1.0","MIT","https://github.com/sindresorhus/get-stream","https://github.com/sindresorhus/get-stream/raw/master/license","concurrently:backend"
"get-value@2.0.6","MIT","https://github.com/jonschlinkert/get-value","https://github.com/jonschlinkert/get-value/raw/master/LICENSE","backend"
"getpass@0.1.7","MIT","https://github.com/arekinath/node-getpass","https://github.com/arekinath/node-getpass/raw/master/LICENSE","backend"
"github-url-from-git@1.5.0","MIT","https://github.com/visionmedia/node-github-url-from-git","https://github.com/visionmedia/node-github-url-from-git/raw/master/LICENSE","backend"
"github-url-from-username-repo@1.0.2","BSD-2-Clause","https://github.com/robertkowalski/github-url-from-username-repo","https://github.com/robertkowalski/github-url-from-username-repo/raw/master/LICENSE","backend"
"glamor@2.20.40","MIT","https://github.com/threepointone/glamor","https://github.com/threepointone/glamor/raw/master/LICENSE","app"
"glob-parent@3.1.0","ISC","https://github.com/es128/glob-parent","https://github.com/es128/glob-parent/raw/master/LICENSE","backend"
"glob-to-regexp@0.3.0","BSD","https://github.com/fitzgen/glob-to-regexp","https://github.com/fitzgen/glob-to-regexp","app"
"glob@5.0.15","ISC","https://github.com/isaacs/node-glob","https://github.com/isaacs/node-glob/raw/master/LICENSE","read-package-json:backend"
"glob@7.1.3","ISC","https://github.com/isaacs/node-glob","https://github.com/isaacs/node-glob/raw/master/LICENSE","npm:backend"
"glob@7.1.4","ISC","https://github.com/isaacs/node-glob","https://github.com/isaacs/node-glob/raw/master/LICENSE","backend"
"global-dirs@0.1.1","MIT","https://github.com/sindresorhus/global-dirs","https://github.com/sindresorhus/global-dirs/raw/master/license","backend"
"global-modules@2.0.0","MIT","https://github.com/jonschlinkert/global-modules","https://github.com/jonschlinkert/global-modules/raw/master/LICENSE","app"
"global-prefix@3.0.0","MIT","https://github.com/jonschlinkert/global-prefix","https://github.com/jonschlinkert/global-prefix/raw/master/LICENSE","app"
"globals@11.12.0","MIT","https://github.com/sindresorhus/globals","https://github.com/sindresorhus/globals/raw/master/license","backend"
"globby@6.1.0","MIT","https://github.com/sindresorhus/globby","https://github.com/sindresorhus/globby/raw/master/license","del:app"
"globby@8.0.2","MIT","https://github.com/sindresorhus/globby","https://github.com/sindresorhus/globby/raw/master/license","app"
"globule@1.2.1","MIT","https://github.com/cowboy/node-globule","https://github.com/cowboy/node-globule/raw/master/LICENSE","backend"
"got@6.7.1","MIT","https://github.com/sindresorhus/got","https://github.com/sindresorhus/got/raw/master/license","backend"
"graceful-fs@3.0.11","ISC","https://github.com/isaacs/node-graceful-fs","https://github.com/isaacs/node-graceful-fs/raw/master/LICENSE","read-installed:backend"
"graceful-fs@4.1.15","ISC","https://github.com/isaacs/node-graceful-fs","https://github.com/isaacs/node-graceful-fs/raw/master/LICENSE","backend"
"growly@1.3.0","MIT","https://github.com/theabraham/growly","https://github.com/theabraham/growly","app"
"gud@1.0.0","MIT","https://github.com/jamiebuilds/global-unique-id","https://github.com/jamiebuilds/global-unique-id","app"
"gzip-size@5.0.0","MIT","https://github.com/sindresorhus/gzip-size","https://github.com/sindresorhus/gzip-size/raw/master/license","app"
"handle-thing@2.0.0","MIT","https://github.com/indutny/handle-thing","https://github.com/indutny/handle-thing","app"
"handlebars@4.1.2","MIT","https://github.com/wycats/handlebars.js","https://github.com/wycats/handlebars.js/raw/master/LICENSE","app"
"har-schema@2.0.0","ISC","https://github.com/ahmadnassri/har-schema","https://github.com/ahmadnassri/har-schema/raw/master/LICENSE","backend"
"har-validator@5.1.0","ISC","https://github.com/ahmadnassri/har-validator","https://github.com/ahmadnassri/har-validator/raw/master/LICENSE","npm:backend"
"har-validator@5.1.3","MIT","https://github.com/ahmadnassri/node-har-validator","https://github.com/ahmadnassri/node-har-validator/raw/master/LICENSE","backend"
"harmony-reflect@1.6.1","(Apache-2.0 OR MPL-1.1)","git+https://tvcutsem@github.com/tvcutsem/harmony-reflect","git+https://tvcutsem@github.com/tvcutsem/harmony-reflect","app"
"has-ansi@0.1.0","MIT","https://github.com/sindresorhus/has-ansi","https://github.com/sindresorhus/has-ansi","license-checker:backend"
"has-ansi@2.0.0","MIT","https://github.com/sindresorhus/has-ansi","https://github.com/sindresorhus/has-ansi/raw/master/license","backend"
"has-flag@2.0.0","MIT","https://github.com/sindresorhus/has-flag","https://github.com/sindresorhus/has-flag/raw/master/license","concurrently:backend"
"has-flag@3.0.0","MIT","https://github.com/sindresorhus/has-flag","https://github.com/sindresorhus/has-flag/raw/master/license","backend"
"has-symbols@1.0.0","MIT","https://github.com/ljharb/has-symbols","https://github.com/ljharb/has-symbols/raw/master/LICENSE","app"
"has-unicode@2.0.1","ISC","https://github.com/iarna/has-unicode","https://github.com/iarna/has-unicode/raw/master/LICENSE","backend"
"has-value@0.3.1","MIT","https://github.com/jonschlinkert/has-value","https://github.com/jonschlinkert/has-value/raw/master/LICENSE","unset-value:backend"
"has-value@1.0.0","MIT","https://github.com/jonschlinkert/has-value","https://github.com/jonschlinkert/has-value/raw/master/LICENSE","backend"
"has-values@0.1.4","MIT","https://github.com/jonschlinkert/has-values","https://github.com/jonschlinkert/has-values/raw/master/LICENSE","unset-value:backend"
"has-values@1.0.0","MIT","https://github.com/jonschlinkert/has-values","https://github.com/jonschlinkert/has-values/raw/master/LICENSE","backend"
"has@1.0.3","MIT","https://github.com/tarruda/has","https://github.com/tarruda/has/raw/master/LICENSE-MIT","app"
"hash-base@3.0.4","MIT","https://github.com/crypto-browserify/hash-base","https://github.com/crypto-browserify/hash-base/raw/master/LICENSE","app"
"hash.js@1.1.7","MIT","https://github.com/indutny/hash.js","https://github.com/indutny/hash.js","app"
"hast-util-from-parse5@5.0.0","MIT","https://github.com/syntax-tree/hast-util-from-parse5","https://github.com/syntax-tree/hast-util-from-parse5/raw/master/license","app"
"hast-util-parse-selector@2.2.1","MIT","https://github.com/syntax-tree/hast-util-parse-selector","https://github.com/syntax-tree/hast-util-parse-selector/raw/master/license","app"
"hastscript@5.0.0","MIT","https://github.com/syntax-tree/hastscript","https://github.com/syntax-tree/hastscript/raw/master/license","app"
"he@1.2.0","MIT","https://github.com/mathiasbynens/he","https://github.com/mathiasbynens/he/raw/master/LICENSE-MIT.txt","app"
"hex-color-regex@1.1.0","MIT","https://github.com/regexps/hex-color-regex","https://github.com/regexps/hex-color-regex/raw/master/LICENSE.md","app"
"history@4.9.0","MIT","https://github.com/ReactTraining/history","https://github.com/ReactTraining/history/raw/master/LICENSE","app"
"hmac-drbg@1.0.1","MIT","https://github.com/indutny/hmac-drbg","https://github.com/indutny/hmac-drbg","app"
"hoek@6.1.3","BSD-3-Clause","https://github.com/hapijs/hoek","https://github.com/hapijs/hoek/raw/master/LICENSE","backend"
"hoist-non-react-statics@2.5.5","BSD-3-Clause","https://github.com/mridgway/hoist-non-react-statics","https://github.com/mridgway/hoist-non-react-statics/raw/master/LICENSE.md","recompose:app"
"hoist-non-react-statics@3.3.0","BSD-3-Clause","https://github.com/mridgway/hoist-non-react-statics","https://github.com/mridgway/hoist-non-react-statics/raw/master/LICENSE.md","app"
"hosted-git-info@2.7.1","ISC","https://github.com/npm/hosted-git-info","https://github.com/npm/hosted-git-info/raw/master/LICENSE","backend"
"hpack.js@2.1.6","MIT","https://github.com/indutny/hpack.js","https://github.com/indutny/hpack.js","app"
